tweet,label,type
From Running Train: But hooligans are charging Rs.150/- for Veg Meal and also without Bill or Money Receipt. Train No. 12664  PNR 4553513879 #IRCTC #IndianRailways #indianrailway  #AshwiniVaishnaw https://t.co/YgDazrHUtG,complaint,Corruption / Bribery
"@PiyushGoyal #Stationmaster_Pune #IndianRailways #Piyushgoyal  
#Indrayaniexpress Worst disaster like Parel stampede is in waiting at #Punerailwaystaton on the bridge entry as this train completely empty it's load from Sholapur and people going to Bombay clash in very tight entry",complaint,Crowding
"@WesternRly Trains on the route from Ahmedabad to Mumbai are delayed a lot. My train Saurashtra Janta is delayed by 2 hrs 20 mins which originally was delayed for 30 mins.The train does not seem to move.
What is causing such huge delays?
#indianrailways #traindelay",complaint,punctuality
"Sir @AshwiniVaishnaw train no. 04429 hasn't yet started from Delhi junction. It's time to depart is 18:05. It's already  been delayed for more than 18 minutes and still is being made to delay further. Please do the needful.
@drm_dli @RailwayNorthern @RailMinIndia #IndianRailways",complaint,Punctuality
"Condition of AC classes in Begumpura Express.

1.There is no security for the passengers of AC Classes.
2.Those who have general ticket are traveling in AC Classes.
3.Apart from this beggars are also traveling.
#IndianRailways 
#AshwiniVaishnaw
#aajtak 
#abpnews https://t.co/xmr5PDx4QD",complaint,Miscellaneous
02307 HWH NJP spl from malda about 2hrs late.the arrival time on 10:10 a.m at NJP. Now 10:27a.m the train standing sudhani station. I don't know when reach the NJP. How is possible??? #IndianRailways #ministryofrailways #railboard,complaint,punctuality
"#railwayminister 
#Indianrailways  sir iam traveling from secunderabad to khurda road jn iam in S 8 coach in this coach all general ticket people came in this coach there is no place to for toilet also please do the needful sir jaldi coach Khali karaye",complaint,Crowding
We are traveling from Bhagalpur to Howrah by 13072 Jamalpur - Howrah Super Fast Express under PNR6710982423. The seats in AC 1st Class are full of Rat Poop. Is this the new face of Indian Railways under Swatch Bharat? #IndianRailways @PMOIndia @narendramodi @AshwiniVaishnaw https://t.co/YeCinZ4U2D,complaint,Cleanliness
"Dear @GM_CRly @drmpune I am a MST pass holder who travels daily from 17614 NED-PNVL Exp., The train is expected to reach KJT at 0816 hrs, it has never been on time. Today the train is 30mins late. So what's the punctuality of service by #IndianRailways @mumbairailusers",complaint,Punctuality
"Hi @PiyushGoyalOffc
#IndianRailways #railway
I am travelling from Jodhpur Hawra train S5 coach. In Reservation coach many of the passenger are travelling without confirm seat
It's roof is leaking.Every where in train it seems like mud due to leakage in roof. My bag &amp; seat get wet https://t.co/fNFVxzgvfQ",complaint,Miscellaneous
"Date of mfg: 15.07.2022
Best before: 30 days from mfg
Served on: 20503 Rajdhani Express on 27.08.2022
Need I say more Sir? #IndianRailways
@gm_nfr @drm_tsk @RailNf @RailMinIndia @IRCTCofficial https://t.co/9mMAXMg1lg",complaint,Catering & Vending Services
@kiranshaw @Indianrailway18 Do you know @kiranshaw mam that many #Indians still go to attend their nature's call on #IndianRailways tracks. Not every idea from foreign can be implemented in #India,complaint,facility
"@IRCTCofficial @PiyushGoyal #IndianRailways this is what I suffer today (10-Oct-2022) in sleeper coach. I was in so much trouble to reach to my seat from the gate. Lots of rush, this is what you provide services to us. So much disappointed with your services. https://t.co/vtoO8S6dRQ",complaint,Crowding
"#IndianRailways 
#centralrailways
#Railways #AshwiniVaishnaw 

Dear railways , train no. 12627 running from Banglore to New Delhi doesn't have water in toilet of S3 coach in Karnataka express reaching Khanwa by 19:22 pm.
Kindly refill the water.
Pathetic condition of Railways",complaint,Water Availability
#IndianRailways #piyushgoyal one of the dirtiest and unhygienic train very bad experience whil traveling from Mumbai to Gujrat train number 12610 Mysure ajmer,complaint,cleanliness
"#IRCTC #AswiniVaishnav How can u provide Upper Birth to 2 senior citizens travelling alone? PNR 6115489562, from RAC is assigned upper birth,for a travel journey of 43 hrs approx. How a 64yrs old male and 55yrs old female both will climb to upper birth? #Railways #IndianRailways",complaint,Bed Roll
"#IndianRailways 
Today again my train 02188  is late by 4 hours. 1000 trains daily late by 4 hours with 1000 passengers each = 4000000 Hours.  Hey Ram, pleace cut these hours from the life of railway minister and their family so they feel the value of time...",complaint,Punctuality
"Dear @IRCTCofficial @RailMinIndia @AshwiniVaishnaw 
What is the reason of Train No 01025 (Ballia Special Fare Summer Special)
being rescheduled by 4 hour45 minutes from its original time???
It gives a lot of time loss for me to reach to destination  #IndianRailways 
@RailwaySeva",complaint,Punctuality
"On camera: Housekeeping #staff throws 'recyclable' waste on tracks, #video from moving #IndianRailways #train goes #viral

video @trains_of_india 

https://t.co/efyjHmzBzP",complaint,corruption / bribery
Can anyone please explain why is no train attendant available on train no 20918 Puri indore humsafar express? I got numerous msgs from IRCTC regarding starting of linen. Atleast 1 msg can be there that linen is not available on this train. #IndianRailways #ashwanivaishnav,complaint,Bed Roll
"In Anand Railway station (ANND) from past 2 year one over bridge out of two is under construction that's why people's have to cross the railway track, if they cross RPF takes fine.

@IRCTCofficial
@PiyushGoyal
@RailwaySeva
@rpfwr1
#RPF #IndianRailways",complaint,Staff Behaviour
The app not working properly since yesterday transactions showing failed despite pymt. No refund from bank also #irctc #IndianRailways @IRCTCofficial @RailMinIndia,complaint,facility
Sir  request that to look into matter  now train toilet hygieneare compromise trainno-15623 i am traveling in second Ac from today morning toilet are not being cleanedeven complain to job authority person he refusedto clean #IndianRailways #irctc #NortheastFrontierRailwayzone,complaint,Cleanliness
"@RailMinIndia poor service by #IndianRailways,14611 still stopped @JNU station Train is already delayed 4hr from source station. No more trains available BSB-JAT route.What should I do.Due to delay My returning schedule is disturbed,What can I do.Anyone can help me?@manojsinha_",complaint,Punctuality
"How can one survive this journey? This is ridiculous.

It's 8.45am in the morning. Still no water. 8hrs since the train departed from Dadar. 14808Â â€“Â Bhagat Ki Kothi SF Express A1/2AC. @IRCTCofficial @RailwaySeva @RailMinIndia @drm_nwr @drmmumbaicr #IndianRailways https://t.co/fYRYr3mNVe",complaint,Catering & Vending Services
"Today i was travelling from patna(PNBE) to saharsa(SHC) in train (12568- Rajya Rani sf express) coach C3 there were many Cockroaches around me even on my seat,this was very disappointing i request @RailMinIndia @Indianrailway18 please look into thisðŸ™ #IndianRailways #railway https://t.co/UsP9J86ZZ8",complaint,Cleanliness
"This is the current status of tain no. 12519 A2 coach. The train roof is leaking @RailMinIndia @IRCTCofficial @AshwiniVaishnaw
 #IndianRailways #railwayminister #infrastructure 
Video: sourced from a passenger in the train. https://t.co/tpNoyAkPi7",complaint,Maintenance
".#PMModi #IndianRailways #AswiniVaishnav
#Ministryofrailway 
I am boardedÂ  train number 20971 at 5 amÂ Â  and from the starting of theÂ  journeyÂ  there was no drop of water in train bathroom we complained but Wright now 6.58 pm no action taken .
#PrimeMinisteroffice https://t.co/ipXVdy2ZP7",complaint,Water Availability
Shame on indian railways as I have to travel to PNBE from BXR  PNR 8760287582 train no 13240 train didn't stop for 2 minutes and  train left the station &amp; lots of unreserved daily passenger block the gate and reserved passenger left out...#IndianRailways,complaint,Miscellaneous
"#ashwanivaishnaw
#northestforientierrailway 
#IndianRailways Girl travelling alone in Rajhdhani 12424 B8 32, from Ghy to Ntsk, Coach attendent not responding to the girl because she is alone, for this we are paying for rajdhani tickets? even she has no space to keep her bag.",complaint,Staff Behaviour
@AshwiniVaishnaw #IndianRailways Superfast Trains leaving From Mumbai  always skips Kalyan  then don't  call Kalyan  is an important  junction at Mumbai  doorstep  as per your records. ALL Superfast trains should  hault at Kalyan,complaint,others
"#IndianRailways #railminindia  #ashwinivaishnaw
#Very pathetic, from Odisha to Delhi travel by Nanadan Kanan train, getting delayed 4-5hrs on a daily basis, it's intentionally by the driver for their personal benefits else Why this train only getting delayed? Who is responsible ?",complaint,Punctuality
"@narendramodi @AshwiniVaishnaw while this is awesome project, i am currently tweeting this from a train where 550 km distance is completed in 14+ hours Ã°Å¸Ëœâ€.
We need awesome and fast trains too, to improve on productivity &amp; efficiency.
550 km should not be&gt; 5 hr.
#IndianRailways",complaint,punctuality
"I have not received any Complaint sms and even no action has been taken from @IRCTCofficial  yet. 

Trn:19020
Dt:03-07-22
Frm HW to BRC
Cls:3A
Coach: B2 &amp; B3

  #IndianRailways @AshwiniVaishnaw",complaint,Staff Behaviour
"I have boarded Kerala Express from Agra Cantt and look what's waiting for me here. All the fans in this compartment are not working and its too hot here.A journey of 2 1/2 days is awaiting and with this conditions it seems so hard. 
#IndianRailways
#indianrailway https://t.co/5hmEC06Q3O",complaint,electrical equioment
"From last few months India's one of the premium train 12270 MAS Duronto Express is running late by average 3 hours everyday. Even the passenger mail runs faster than this. Utterly disappointed.

#duronto
@RailMinIndia @AshwiniVaishnaw 
@PMOIndia 
@IRCTCofficial 
#IndianRailways https://t.co/FkOT3o9Q7H",complaint,Punctuality
"Traveling from satna to h. Nizamuddin in mahakoshal express 12189 , the theft has been happened in my coach multiple bags have been theft no GRP Staff is presented in the train. #IndianRailways #railseva #railys #ashwinivaishnaw #northenrailways",complaint,security
"#punerailwaystation #IndianRailways 
When can we expect any relief from open loot on Indian railways platform. This is on platform -3 pune railway station, they are charging more than mrp on packaged food items. https://t.co/7Q4Eh9v6gU",complaint,Service
"With request.. sir mujhe apne native bhagalpur jana hai. Mai 4 dino se try kar rha hun but ticket nhi ho pa rha, from lko to bgp. Sir pls suggest and help. ðŸ™
#IndianRailways , #AshwiniVaishnaw
Thanks for this kindness",complaint,Ticket booking
"@AshwiniVaishnaw Minister Saab I m traveling from #Saharsa to #NewDelhi by #Hamsafar Express. This is expensive by 20-30% from other trains we have but service is pathetic. No Bed Sheets, No Pantry. These are basic need for 24+ hours trains.Hope #IndianRailways can improve this!",complaint,bed roll
"Shame on #IndianRailways and  #esternrailway . Today all the trains are only 72 min- 80 min late from 8pm. Hats off #drmsealdah devision. What an achievement by
#Ministryofrailways . So messy system",complaint,punctuality
Train started from lal kuan 14615 B3 seat 41 to 46. No proper cleaning. Vomiting splits are still thr. #IndianRailways https://t.co/StMzyhQ0tA,complaint,cleanliness
"I am travelling from patna to bangalore on 12296 sanghamitra express and it has been getting delayed almost 3+ hours and has taken halt since 2 hrs on MULANUR station.
I request to #IRCTC  #IndianRailways  to tell us the reason since caterer said it wil be depart at 8.00pm today.",complaint,punctuality
"#IRCTC #IndianRailways #indianrailway #railwayministry #PMOIndia 
From Tomorrow I m waiting my train in Varanasi Train no. 13238 . But Traingoing late with out any reason . If this train will be than I missed my train from patna and I suffer very huge to loss my job.What can I do",complaint,punctuality
"I guess today instead of TC #IndianRailways sent someone else!  @RailwaySeva  @AshwiniVaishnaw @Central_Railway 
Visuals from Kalyan to Dadar 11.22 AM Fast AC Local https://t.co/bdBAAEU0I1",complaint,Facilities
"@AshwiniVaishnaw @IRCTCofficial Do not understand exorbitant dynamic charges of Suvidha Express
Ticket price 2K, Dynamic fare 4500
From Ratlam to Bengaluru
Please relook at the fare algorithm sir, This is overpricing by any means #IRCTC #suvidhaexpress #IndianRailways https://t.co/YZI7OlgJK9",complaint,Fare Charges
From today onwards jab Tak muje Mera refund nhi milega tab Tak mai koi bhi ticket nhi nikalunga this condition is applied for local train also #IndianRailways #kokanrailway #police #needrefund https://t.co/GatIdjpkrF,complaint,Refund
"@RailMinIndia  train no. 12727. Worst experience so far, without AC travelled from Rajahmundry to Vijayawada. #railways #railwayministry #IndianRailways #godavari",complaint,electrical equioment
"@RailMinIndia and @AshwiniVaishnaw i am in trained 12618 for no reason it's stopped some where after agra from more than 1 hours. I am at B4-7.
#IndianRailways",complaint,Punctuality
"I'm travelling from train no. 12968 coach no.S4 seat no. 7. Sir this balcony break my seat. Mid night robbery problem so please my resolve my problem otherwise my kind of problem then pay you big....

#IndianRailways @NWRailways @railwayminister @AshwiniVaishnaw https://t.co/avhVMkpRDJ",complaint,Maintenance
"#Irctc #IndianRailways cn u plse hlp.
Train no 01459 Karmali special, the departure of dis train from Thvm is at 5:56, wil it really take 2:30hrs to rch KRMI? As per the tm tbl it will reach Karmali at 8:30.
Als no blankets provided, travelling from Thane t Goa.Cls:3A P2-B10, 18. https://t.co/U2lx2TlnI7",complaint,Punctuality
"Shatabdi train 12004 from NDLS to LJN
PNR-2734013251
Dt:20-12-22
P1-C12,13, get delayed by more than 2.30 hours and reached lucknow around 3:20 PM, even than no lunch was given. That is the worst service situation of #IndianRailways @IRCTCofficial @RailMinIndia @AshwiniVaishnaw",complaint,Catering & Vending Services
#Asarva 2 #UdaipurCity train runs successfully in the morning but its counterpart from #Udaipur to Asarva is yet to start. The much coveted  #Jaipur - Asarva train2connect capital cities of #Rajasthan &amp; #Gujarat is delayed 4 unknown reasons. Kind Attention Hon Min #IndianRailways,complaint,Punctuality
Today while traveling in train no 12790 from tirur to gooty my bag with valuable got theft near erode railway station. My coach no is A1 and seat no is 4 #TamilnaduPolice #salempolice #railwayminstry #IndianRailways,complaint,loss/found
"#IndianRailways @AshwiniVaishnaw we are traveling in 1st AC from Bangalore to Ajmer in train no 16210. Railway charges huge fares, still not getting clean toilets, proper hygien in coaches, cockroaches are roaming around.May i know the reason for such carelessness? PNR 4240818794",complaint,Cleanliness
"@AshwiniVaishnaw @RailMinIndia 
I am board on train no 14711 from Haridwar to Ambala Cantt and train is running late by 1 hours. My next train is Una Himachal Janshatabdi 12057 from Ambala Cantt to Una. Now Probably I will my train from Ambala Cantt. #IndianRailways #GOI #Rail",complaint,Punctuality
"@IRCTCofficial @RailMinIndia @RailMadad #delay #enquiry #customerservice #patient #IndianRailways looks like the service quality of railways is degrading day by day, pathetic service, delayed trains, no response from customer care ðŸ˜ ðŸ˜¡ðŸ˜ ",complaint,Service
"@RPFCR Train No.12106 Vidarbh Express Date 26/11/22,Time-11.58PM,Coach S4,Some group of around 20+people are still talking, few youngster from them have beaten people who hasWaiting ticket, no RPF is on round, noTC is there in train,182 not in service #IndianRailways #IRCTC #PMO",complaint,Security
"11 Years Back I traveled by Sanghamitra from Bangalore to Patna in 48hrs and still we are reaching Danapur to SMVT in 45hrs. Our Indian railways are 3 hrs faster in 11 Years, as a citizen I am not happy with such kind of progress we have made #IndianRailways #AshwiniVaishnaw",complaint,Punctuality
#IndianRailways @AshwiniVaishnaw .After four years decided to travel by train and regretting it.Mahbodhi Exp started from NDLS with around 3 hrs delay.Its trudging along and God knows when it will reach Prayagraj.Yet to reach Kanpur.,complaint,Punctuality
"@srinivasiyc #indianrailways 12756-BVC COA SF EXP, Running 12hrs late from Ahmedabad to Vijayawada, what a time punctuality......ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™!",complaint,Punctuality
"No cleaning staff on train 20918.
The toilets are chocked since boarding the train. Tried to complain but no response from train staff. #IndianRailways @IRCTCofficial @indianrailway @PMOIndia https://t.co/7dZ6jXEUae",complaint,Staff Behavior
"Sir @WesternRly train number 09152 standing at amalsad station from last one hour...
We are waiting for valsad...
Time of valsad was  11:25... Still  train at amalsad...is this new indian railway.??? @PiyushGoyal @RailMinIndia #IndianRailways",complaint,punctuality
@IRCTCofficial Unable to see much of trains between MS-MDU-MS  23/24 Feb Pandyan express \ tejas itself missing from the list. #IndianRailways @GMSRailway,complaint,Service
@AshwiniVaishnaw #IndianRailways @RailMinIndia Superfast Trains leaving From Mumbai  always skips Kalyan  then don't  call Kalyan  is an important  junction at Mumbai  doorstep  as per your records. ALL Superfast trains should  hault at Kalyan,complaint,others
"that the train will reach on time which is 17:25 so that i can board another train from Kota to Ghaziabad for which i have also booked confirmed ticket at 17:55 from kota.

But again #IndianRailways has shown what its for.... train reaches at yard on time outside kota but",complaint,punctuality
"@IRCTCofficial @RailMinIndia Gondia Bju Exp 15232 has crossed Jeonathpur but stuck in between from more than last 3 hrs. The train is currently delayed by more than 7 hrs. Will @AshwiniVaishnaw
 And the team take any action? #IndianRailways #gondiabarauniexpress https://t.co/BnEwlBMnrY",complaint,Punctuality
"#IndianRailways take a cue from the global best practices to prevent disaster of #ClimaticChange and #GlobalWarming 

First stop hauling the coal itself from the mines
Tell @RailMinIndia Cabinet Minister to raise the issue of the law to ban fossil fuel and deforestation",complaint,safety
I'm traveling alone in Mandore express from jodhpur to Delhi in 3rd AC. My seat is in RAC. I'm already in discomfort and railway staff misbehaved and manhandled me while tried to snach pillow under my neck. #IndianRailways #Rajasthan #DelhiveryIPO @AshwiniVaishnaw @RailMinIndia,complaint,Staff Behaviour
"@IRCTCofficial  my train AP EXPRESS train no. 20806 has been postponed from 20:00 to 2:00 now to 4:00 am. Kindly solve this issue as soon as possible!

#IndianRailways",complaint,Punctuality
"Train no. 12655, delayed for more than 2 hours from departure station itself, with no definite departure time yet!
CanÃ¢â‚¬â„¢t believe still #IndianRailways have long long indefinite train delays! 
@RailMinIndia",complaint,punctuality
"The train started from VIJAYAWADA at 10:40 and now it's 11:30pm. The TT didn't come till now. Neither anyone from RPF squad.
#IndianRailways #insecurity #reservation",complaint,Service
@AshwiniVaishnaw #IndianRailways @RailMinIndia Superfast Trains leaving From Mumbai  always skips Kalyan  then don't  call Kalyan  is an important  junction at Mumbai  doorstep  as per your records. ALL Superfast trains should  hault at Kalyan,complaint,others
#IndianRailways #ashwinivaishnaw The train 12951 rajdhani express from Mumbai to Delhi has been delayed by more than 40 mins now.,complaint,Punctuality
@AshwiniVaishnaw #IndianRailways @RailMinIndia Superfast Trains leaving From Mumbai  always skips Kalyan  then don't  call Kalyan  is an important  junction at Mumbai  doorstep  as per your records. ALL Superfast trains should  hault at Kalyan,complaint,others
"It is 2023! and still extortion and harassment is happening, rather increasing. It shows how much we lag behind from developed countries.
@PiyushGoyal, please make India betterðŸ™ðŸ™
@RailMinIndia
@IRCTCofficial
@PiyushGoyalOffc
#indianrailway
#IndianRailways https://t.co/wczMSMmpnZ",complaint,Security
"@RailwaySeva I thankful to @RailwaySeva  for the extra charge taken from me has been refunded to me

At the same time, I would request that this matter should be taken seriously as to why such a huge amount of wrong print is happening.
#IndianRailways @IRCTCofficial",complaint,facility
"Speaking from PNR 8830815898

Tap in the lavatory is broken.
Water is flooded on the floor.
No one is here to attend.

#IndianRailways",complaint,Cleanliness
@RailwaySeva ðŸš†22188 is running late My old father has connecting ðŸš†12155 from Rani Kamalapati please do something so that he can easily board in train 12155 @BhopalDivision  #IndianRailways @RailMinIndia @gmwcrailway @wc_railway @AshwiniVaishnaw @DarshanaJardosh @raosahebdanve,complaint,Punctuality
"Hey @indianrail @IRCTCofficial @AshwiniVaishnaw train number #12453 from Ranchi to NDLS is delayed and now it's departing at 18:25 instead of 17:15.
I called #139 and checked in #IndianRailways Apps and website to track the train.official info says 17:15. Which is to be believed? https://t.co/tZr2NHzRcq",complaint,punctuality
"No Gents washroom from last 3 months @AshwiniVaishnaw
@RailwaySeva #IndianRailways #SwachhBharat Location : Namrup, Dibrugarh,Assam, 786623 https://t.co/bH8u7ku4vz",complaint,Cleanliness
"@AshwiniVaishnaw - sir need help, have booked 11 tickets from Delhi to Varanasi and have 6 sr citizens travelling. All of us have been given middle and upper birth which will be too difficult. Kindly help sir. #IndianRailways #railwayminister_helpccaa",complaint,facility
"#IndianRailways #Ashwinkumar #PMOIndia train no. 12368 Vikramshila express is full of dirt and waste. And the response a Traveller is getting is very Vvery rude from the rail staff. This is shining India? We launch a complaint agaist North Railway, Indian Railway for this worst.",complaint,Staff Behaviour
"@indianrail ,@Indianrailway18 ,@indianrailway__  Hi, PNR:8835509078,TRN:11008,DOJ:01-09-22,1A,LNL-TNA
AC in AV1 coach not working properly since start from Pune till we have currently reached Lonavala. Not the service for money paid, this has been unpleasant trip #IndianRailways",complaint,Electrical Equioment
SER ensures trains run late. Train no 22898 is late by 1hr 30 minutes.(Till now it has not reached Howrah). Passengers who have booked connecting train  from HWH are going to miss those. From SRC to HWH it is taking 1hour to cover only 8kms. Pathetic #IndianRailways,complaint,Punctuality
"From 2015-16 to 2020-21, #IndianRailways has surrendered/abolished around 72,000 positions, mainly belonging to Group C &amp; D categories - whereas the ticket price increased by double &amp; even sr. citizen discounts were also withdrawn!
Any explanation for that Mr Minister ?",complaint,Political
"Kamakhya LTT 12520 AC coaches have no curtains,endless cockroaches seen around (minimum 7 to 10 on each seat which I witnessed).Post complaint there is no response from the concerned person. No basic cleanliness and hygiene. You have to nag them to give bedset. #IndianRailways",complaint,Cleanliness
"Seat booking of the train 22330 is done by the IRCTC booking app from asn to hlz bt it's booking can't be done
on the return train 22329 from hlz to asn through the IRCTC booking apps.
#IRCTC
#SouthEasternRailway
#IndianRailways",complaint,Ticket booking
Whatâ€™s the biggest challenge in reaching a destination from Aluva Railway station for any senior citizen or someone carrying huge luggage. Itâ€™s this arrangement. Nothing works. #thankyou #IndianRailways for not caring! @RailMinIndia #southernrailways https://t.co/EJeNQXEn4t,complaint,Service
"Sir @AshwiniVaishnaw ji.. i m at Jabalpur station waiting for train 11447 Shaktipunj Express from about 3 hours, I have my urgent joining tomorrow tell me how can i join it now? Is this the way #IndianRailways giving services? No proper waiting room, no real update @PMOIndia",complaint,Punctuality
"#IndianRailways #Sachkhandexpress Ill management in for pilgrims,it really meant for.Emergency tickets booked from Nanded to Ldh in 2A,upper berth is givn with our child.we kept on hung there for 32 hours .lower berth seats occupied by TTE and TC and people with recommendations.",complaint,Service
"I tried to book a ticket from the irctc official app on 2 Jan 2023 .But the transaction failed and tkt was not booked .Irctc rules- it was refunded back in 3-4 working days but I didn't get any refunds
#IndianRailways  @RailMinIndia @Central_Railway @RailwaySeva  @IRCTCofficial https://t.co/gw5SJq1HoV",complaint,Refund
"Petrol is leaking from this petrol bogie and other bogies at Umaria Station Madhya Pradesh, wasting of petrol should be stopped
@Indianrailway18 @RailMinIndia
@SECR
#IndianRailways #railwayminister https://t.co/y4xEwYDf8Z",complaint,Maintenance
"BUT WHY SO HORRIBLE SERVICE #INDIANRAILWAYS? WHY TRAINS ALWAYS RUNNING LATE FROM 6 TO 9 HOURS, NO TTE, SECURITY GUARDS,  UNCLEAN TOILETS, NO WATAR, SEATS, BERTH OCCUPIED BY TICKET LESS, WAITING LIST PASSENGERS ILLEGALLY, CAOUS, SMOKING ,NO SECURITY/TTE TO LOOK AFTER THIS,WHY?",complaint,Miscellaneous
"@RailMinIndia @IRCTCofficial 

Train 14017 Sadbhavna Exp is standing on Varanasi city station from 4 hours while many other trains have been passed Varanasi jn station. Is there any specific reason or just lunch break

#IndianRailways",complaint,Punctuality
"Travelling to Pune from Secunderabad by Train No. 11020 Konark Express, Coach No. B2. Seat No. 58.

Would like to bring to notice that toilets are not at all clean. Need cleaning big time.
@IRCTCofficial #IndianRailways",complaint,cleanliness
"@drm_lko @RailMinIndia Was supposed to travel from Lucknow to Meerut tonight along with my grandparents via Nauchandi (14511). Our reserved seats were snatched, got kicked out of our coach, hurled with abuses by the people from Kisaan Rally. #Railways #IndianRailways",complaint,security
Travelling from New Jalpaiguri to Howrah by train No. 02308 PNR No. 6501193051. Coach B3 is so dirty. Despite repeated complaints no cleaning is done. Kindly see #indianrailway #IndianRailways #IRCTC,complaint,Cleanliness
"Train no 19489 ahamdabad to gorakhpur no facility in AC 2 no blanket  no sheet, no pillow How passanger survive whether suffring from fever 

#IndianRailways 
#railwayminister 
#gmrailway",complaint,Bed Roll
"I am travelling in train no 19616 kaviguru exp from alipur duar jn to chhapra jn.
There are too much unauthorised persons in 3AC class 
Water supply not available from last 6 hrs. Railway authorities is just in sleeping mode #IndianRailways  #ministryofrailways #ashwinivaishnaw",complaint,Miscellaneous
@RailMinIndia I am traveling on train  13009 from Howrah  boarding date 26.12.2022 PNR NO-6612793448 The train is delayed more than 8 hrs. Is there any reason for the delay? #IndianRailways,complaint,Punctuality
"@RailMinIndia @RailwaySeva @gmner_gkp @nerailwaygkp @drmljn please arrange any special train or special boogie in Awadh Assam train for RRB NTPC CBT2 exam from Gorakhpur to Bhatinda.
Or Confirm tatkal ticket etc. please do something @mppchaudhary @AshwiniVaishnaw #IndianRailways https://t.co/jq1C2Iqj1Z",complaint,Service
"#NEEDHELP
#IndianRailways  #ashwinivaishnaw
I am travelling with my 7 month old kid in train and i got hot water but its over now. I tried to get help from railway staff but not much help.
If someone can help with hot water to feed milk it will be very helpful",complaint,Catering & Vending Services
"Train number 19038 avadh express ka schedule from samastipur to muzaffarpur is very bad
#IndianRailways 
#railwayminister",complaint,punctuality
@RailwaySeva Travelling by Lalbag 12608 from Bangalore to chennai. Have an issue with the cleanliness of the train. Where do I log a complaint? #IndianRailways #Southernrailways,complaint,cleanliness
"Scared travelling with Indian railways, almost fall with my 2 year old son while boarding Train as door was blocked by people. 7th Dec, PNR 8836397673
9th Dec PNR 6109653848 ðŸ¤¯ðŸ¤¦ðŸ»â€â™‚ï¸. Some pics from 2AC and 3AC coaches. #IndianRailways @IRCTCofficial @RailMinIndia #scaredtraveller https://t.co/QN4tmoWh3I",complaint,Crowding
"Pathetic, miserable  experience of IRCTC conducted Aastha Punya Yathra from Kochuveli, Tvm in Kerala  from December 10. Request an enquiry.. 
#irctc
#RajniHasija
#IndianRailways 
#ministryofrailways
#PMOIndia
#PMOIndia",complaint,Service
"Is bedrolls not available in Bhubaneswar Rajdhani from Delhi?
#IndianRailways #railwayminister",complaint,bed roll
He went out when train started and when the real TT came I got to know the scam that happened. The real TT is saying that if you want your goodness then go to sleeper coach. I dont know where will you sit but go out from the third AC coach. #IndianRailways #PMModi  #railminindia,complaint,staff behaviour
"I am traveling from New Delhi to Ambritsar in Satabdi train no 12029 , service boy is saying that food is not added in my ticket I have to pay extra , how to reconfirm this #IndianRailways #railwaytwitter #IRCTC",complaint,Ticket booking
"I got used bedsheets and blanket while travelling from Lucknow to CPR in 02570 in B1 boggy. The charging socketâ€™s power was cut 8 only, when i asked a relevant person he said 8 to 6 you can not use CS. @IRCTCofficial 
#irctc #indianrailways #socialdistancing",complaint,Service
@drm_dli @RailwaySeva 11 to 12 hrs late from the time...how can a middle class trust #IndianRailways for Family emergencies... @drm_dli will you justify...as this train is running late since 1 week,complaint,Punctuality
"#IndianRailways Central Railway Should have to start more passenger trains from Bhusawal to Nagpur as there is only one single train on this route. It is an pure example of cumin in a camel's mouth..
@RailMinIndia @Central_Railway @CMOMaharashtra  @PiyushGoyal 
@IRCTCofficial",complaint,Service
#IndianRailways Train no. 12203 departed from New Delhi. Too dirty. No cleanliness. No cleaning staff was visible near this coach at NDLS.,complaint,cleanliness
"Train no. 12961 coach B1 travelling from Mumbai Central to Indore have provided linen which is not washed, is smelly and wrinkled.
Also the seats are torn. This is the condition of AC. Please take action 
@RailMinIndia @IRCTCofficial #IndianRailways @AshwiniVaishnaw  @BJP4India https://t.co/SuhRcufglM",complaint,Cleanliness
"Team @IRCTCofficial  I am traveling in netaji train which is from chandigarh to howrah  But now I am facing inconvenience that there should be no delay. Which is running very late, so please do it at the right time. 

Train Number -12312

#IndianRailways",complaint,Punctuality
"#punjabgovernment #IndianRailways #irctc 
This should be inform before prepare chart ridiculous service from indian railways waste of time no value the passengers. https://t.co/Psf9Ch2iuZ",complaint,Punctuality
#IndianRailways #southcentralrailways #railwayminister seats of East Coast Express from secunderabad station departed at 9 Am almost 30 mins. Late. The coach and seats are also in UNHYGENIC condition even though the train starts from Secunderabad station itself. My PNR 4761359287 https://t.co/TvtJ1tTqA5,complaint,Punctuality
#IndianRailways #RailwayMinister train no 18303 from NQR to PURI was late around 40 min. Really uncomfortable at #NewEra,complaint,Punctuality
Lots of unreserved &amp; without ticket people travelling in train No.16232 from Mysuru to Bengaluru. Not only do they board reserved bogies they even unapologetically capture reserved seats and ask passengers with reservation to adjust #IndianRailways #southernrailway @RailMinIndia,complaint,Miscellaneous
"Train no. 14038 running late by 6hrs 30min. . Even 4hrs 30min. From origin Ndls, worst ever service provided by #IndianRailways  #PMOIndia  #AshwaniVaishnaw",complaint,Punctuality
